message_id,timestamp,price,price_normalized,bedrooms,bathrooms,area,location,is_sale,raw_text
693846,2025-03-06T12:50:01+00:00,,,,,,,False,"**Добро пожаловать в CypRus Барахолка! 🌞**

** **[**Леонид**](tg://user?id=7398430779)**, пожалуйста пройдите проверку для того чтобы мы убедились что вы не БОТ👇**

**Подпишитесь на FAQ | NEWS о Кипре: ****@cyprusfaq**** и нажмите**
**на кнопку 👇**"
693802,2025-03-06T12:19:55+00:00,,,,,,,False,"Аренда 2-х спальных апартаментов – Гробницы королей, Пафос
💰 1650€ + депозит
🔹 Лицензия: L.N. 651/E, R.N. 1069"
693683,2025-03-06T10:59:21+00:00,,,,,,,False,Че за ужах
693624,2025-03-06T10:12:08+00:00,1200,1200.0,,,,,False,"**АГИОС ТИХОНАС
**Напротив PUESTA BAR
300 метров до моря 
Будет** ЗАКУПЛЕН 
НОВЫЙ ДИВАН И КРОВАТЬ

1200 евро+депозит
**Рег. No 186/ лиц.No 56"
693602,2025-03-06T09:46:17+00:00,,,,,,,False,"Добрый день
Хочу снять вилу на пол года кто может помочь отпишитесь"
693250,2025-03-05T21:31:19+00:00,,,,,,,False,"**Добро пожаловать в CypRus Барахолка! 🌞**

** **[**Zofia Kowalska**](tg://user?id=7900109820)**, пожалуйста пройдите проверку для того чтобы мы убедились что вы не БОТ👇**

**Подпишитесь на FAQ | NEWS о Кипре: ****@cyprusfaq**** и нажмите**
**на кнопку 👇**"
693239,2025-03-05T20:41:52+00:00,,,,,,,False,"Скупка Тезера — обменяйте **USDT** с доплатой **1,7%** от нас!
Обмениваем без проверок

🛑AML-мошенники не пишите"
693153,2025-03-05T17:52:40+00:00,"290,000",290000.0,,,,,True,"#ПРОДАЖА – земельный участок под застройку!
▪️ЛИМАСОЛ / ИПСОНАС   
▪️Площадь участка 524м2 
▪️Участок угловой, ровный, прямоугольной формы
▪️Все необходимые коммуникации есть 
▪️Плотность застройки 90%
▪️Тихий спокойный район
▪️На участке есть здание
ЕСТЬ Видео обзор
▪️Титул!
▪️Цена - €290,000 евро. 
95570105
R.1029"
692949,2025-03-05T13:45:36+00:00,3000,3000.0,,,,,False,"Rent/Limassol

Office space in city center close to Agios Nikolaos roundabout
4 office spaces
Reception

€3000

R.N. 1283
L.N. 652"
692882,2025-03-05T12:47:05+00:00,"1,400",1400.0,,,,,False,"Аренда
Католики, Лимассол.
1-сп кв.
площ 50 м2
€1,400 
интернет, вода включены
RN 483, LN 237/E"
692786,2025-03-05T11:46:31+00:00,2300,2300.0,,,,,False,"Rent | Agia Zoni | 3BD Flat | Roof
Furnished, 2 bath, 2 balcon, new appliances, A/C, parking.
€2300 | 2 dep + 1 rent.
Maria @mavrekh +35795150290"
692679,2025-03-05T10:05:38+00:00,"2,530,000",2530000.0,,,,,False,"Sale / Mesa Gitonia- Limassol
4 floors available - each floor 383sqm
Under construction
€2,530,000 + VAT start price per floor
L.N. 378/E"
692469,2025-03-05T07:11:53+00:00,1200,1200.0,,,,,False,"**АГИОС ТИХОНАС
**Напротив PUESTA BAR
300 метров до моря 
Будет** ЗАКУПЛЕН 
НОВЫЙ ДИВАН И КРОВАТЬ

1200 евро+депозит
**Рег. No 186/ лиц.No 56"
692352,2025-03-04T20:30:07+00:00,,,,,,,False,"**Добро пожаловать в CypRus Барахолка! 🌞**

** **[**Elina**](tg://user?id=7556166788)**, пожалуйста пройдите проверку для того чтобы мы убедились что вы не БОТ👇**

**Подпишитесь на FAQ | NEWS о Кипре: ****@cyprusfaq**** и нажмите**
**на кнопку 👇**"
692219,2025-03-04T17:35:24+00:00,,,,,,,False,Rent New Flat in Larnaka  2 bedrooms
692205,2025-03-04T17:19:57+00:00,,,,,,,True,"Продажа отличного магазина 
Лимассол,Аг. Николаос
100м2,Уч. 52м2
Парковка
💶205.000€
RN186LN56
+357 99 324109 Joulia"
692082,2025-03-04T14:26:44+00:00,850,850.0,,,,,False,"#Оренда #Лімасол - Гермасойя

 Потамос 
  
 ☑️ Студія
 ☑️ 1 санвузол
 ☑️ Площа: 40 м2
 ☑️ Вихованці не дозволені
 ☑️ Граунд флор
 ☑️ Рік побудови 2024р
 ☑️ Паркінг відкритий
 ☑️ 2 хв від моря та 30 автобуса



 Ціна: 850 EURO на місяць 

 Whats App : +35795589139
 Telegram:@inhomecyprus

             
  inHome Agency
 Reg No.1208 Ліцензія No.  65/E
 Ref:860 Д"
691997,2025-03-04T13:17:54+00:00,1200,1200.0,,,,,False,"LN:258  RN:408
**АРЕНДА 1 спальной квартиры, ЛИМАСОЛ
с техникой, **мебелью, интернет, парковка
 **ЦЕНА 1200 евро **
**+35799400856**"
691574,2025-03-04T08:31:13+00:00,1200,1200.0,,,,,False,"**АГИОС ТИХОНАС
**Напротив PUESTA BAR
300 метров до моря 
Будет** ЗАКУПЛЕН 
НОВЫЙ ДИВАН И КРОВАТЬ

1200 евро+депозит
**Рег. No 186/ лиц.No 56"
691346,2025-03-03T19:30:52+00:00,,,,,,,True,"Посоветуйте, пожалуйста,хорошего адвоката по недвижимости(покупка- продажа) Желательно русскоговорящего.Заранее спасибо."
691263,2025-03-03T17:41:32+00:00,,,,,,,False,"Сниму комнату, Пафос."
691260,2025-03-03T17:40:17+00:00,,,,,,,True,"Продажа жилого  зем. участка 
Лимассол,Закаки,8672м2
застр.100%,Покр. 50%
💶Цена: 5.500.000€
 RN186LN56
+357 99 324109 Joulia"
691240,2025-03-03T16:30:38+00:00,475,475.0,,,,,True,"ПРОДАЖА 
ЛИМАССОЛ
Асгата
Дом 4 спальни, участок 670м2
Титул
€475 000

99933140  
CEOSO LTD
R1256/L258"
691221,2025-03-03T16:15:04+00:00,,,,,,,True,"Продажа  зем. участка 
Лимассол,Аг.Тихонас
9247м2, застр. 40%
покр. 25%
💶2.600.000€
RN186LN56
+357 99 324109 Joulia"
691093,2025-03-03T13:32:17+00:00,,,,,,,False,"Аренда Пафос 
Апартаменты с 2-мя спальнями в 250м от  пляжа.
Стоимость аренды 840€/месяц."
690883,2025-03-03T09:21:38+00:00,,,,,,,False,"На постоянную основу нужен человек со знанием Русского языка график с 09:00-15:00
Оплата труда достойная
Бесплатное обучения
Писать в личные сообщения"
690667,2025-03-02T20:10:17+00:00,280000,280000.0,,,,,True,"Продажа, Лимасол, у пляжа Дасуди. Олдбридж Апартмент Комплекс. . 280000 евро. Собственник."
690499,2025-03-02T14:27:21+00:00,,,,,,,False,[Алексей Добрыня](tg://user?id=7812192329) забанил [Алексей Добрыня](tg://user?id=7812192329) на 1440 минут
690310,2025-03-02T11:12:51+00:00,,,,,,,False,"Квартиры в городе Петровац ,88 кв.м
Цена:240 000€"
689687,2025-03-01T11:34:28+00:00,1200,1200.0,,,,,False,"**АГИОС ТИХОНАС
**Напротив PUESTA BAR
300 метров до моря 
Будет** ЗАКУПЛЕН 
НОВЫЙ ДИВАН И КРОВАТЬ

1200 евро+депозит
**Рег. No 186/ лиц.No 56"
689604,2025-03-01T09:58:28+00:00,"290,000",290000.0,,,,,True,"#ПРОДАЖА – земельный участок под застройку!
▪️ЛИМАСОЛ / ИПСОНАС   
▪️Площадь участка 524м2 
▪️Участок угловой, ровный, прямоугольной формы
▪️Все необходимые коммуникации есть 
▪️Плотность застройки 90%
▪️Тихий спокойный район
▪️На участке есть здание
ЕСТЬ Видео обзор
▪️Титул!
▪️Цена - €290,000 евро. 
R.1029"
689594,2025-03-01T09:50:55+00:00,"480,000",480000.0,,,,,True,"#ПРОДАЖА – земельный участок под застройку!
▪️ЛИМАСОЛ / Агиос Иоаннис   
▪️Площадь участка 458м2 
▪️Участок угловой, ровный, прямоугольной формы
▪️Все необходимые коммуникации есть 
▪️Плотность застройки 120%
▪️Этажность - 4 этажа
▪️Развитая инфраструктура района
▪️Есть ЛИЦЕНЗИИ на строительство 6х 2-х спальных квартир
▪️Титул!
▪️Цена - €480,000 евро. 
R.1029"
689575,2025-03-01T09:27:40+00:00,"375,000",375000.0,,,,,True,"#ПРОДАЖА – земельный участок 
▪️ЛИМАСОЛ / АКРУНТА   
12 минут езды от хайвей (от кольца Гермасойя)
▪️Площадь участка 7,322м2 
▪️К участку проходит зарегистрированная асфальтированная дорога
▪️Текущая плотность застройки 10%.  
▪️Strong prospects for re-zoning to residential (50% change pending).
▪️ШИКАРНЫЕ ПАНОРАМНЫЕ ВИДЫ НА МОРЕ, ГОРЫ и водохранилище
▪️Титул!
ЕСТЬ ВИДЕО ОБЗОР
▪️Цена - €375,000 евро
☎️95570105 
R.1029"
689291,2025-02-28T19:23:01+00:00,,,,,,,False,"**Добро пожаловать в CypRus Барахолка! 🌞**

** **[**Scream VoIP**](tg://user?id=7700935269)**, пожалуйста пройдите проверку для того чтобы мы убедились что вы не БОТ👇**

**Подпишитесь на FAQ | NEWS о Кипре: ****@cyprusfaq**** и нажмите**
**на кнопку 👇**"
689282,2025-02-28T19:12:42+00:00,,,,,,,False,"#АРЕНДА (длит) - 2х спальный Таунхаус  
ЛИМАССОЛ / Мутаяка турист 
▪️121 м2 + веранды / участок 150м2 
▪️2 WC 
▪️Большие встроенные гардеробы в каждой комнате
▪️Новая кухня (посудомоечная машина, стиральная машина, холодильник, вытяжка, духовка-всё новое)
▪️Новая мебель и бытовая техника
▪️ТЕПЛЫЕ ПОЛЫ!
▪️Солнечные панели для горячей воды 
▪️Бассейн в комплексе / BBQ зона / Детская игровая площадка
▪️Парковка 
▪️Развитая инфраструктура района / Быстрый выезд на хайвей / рядом супермаркеты, аптеки, 7 минут пешком до моря)
▪️ Готова к заселению!
▪️Стоимость 3.800 € / мес 
☎️95570105
R.1029"
689176,2025-02-28T16:41:55+00:00,,,,,,,False,вечер страсти на этих выходных
